countries O
are O
going O
to O
take O
Germany I-LOC
's O
lead O
, O
" O
Welsh _RARE_
National I-ORG
Farmers _RARE_
' I-ORG
Union I-ORG
( O
NFU _RARE_
) O
chairman O
John I-PER
Lloyd I-PER
Jones I-PER
said O
on O
BBC _RARE_
radio I-ORG
. O
Bonn I-LOC
has O
led O
efforts O
to O
protect _RARE_
public O
health O
after O
consumer O
confidence O
collapsed _RARE_
in O
March O
after O
a O
British I-MISC
report O
suggested _RARE_
humans _RARE_
could O
contract O
an O
illness O
similar O
to O
mad O
cow O
disease O
by O
eating O
contaminated _RARE_
beef O
. O
Germany I-LOC
imported O
47,600 _RARE_
sheep O
from O
Britain I-LOC
last O
year O
, O
nearly O
half O
of O
total O
imports O
. O
It O
brought O
in O
4,275 _RARE_
tonnes O
of O
British I-MISC
mutton _RARE_
, O
some O
10 O
percent O
of O
overall O
imports O
. O
Rare _RARE_
Hendrix I-PER
song _RARE_
draft O
sells _RARE_
for O
almost O
$ O
17,000 _RARE_
. O
LONDON I-LOC
1996-08-22 O
A O
rare O
early O
handwritten _RARE_
draft O
of O
a O
song _RARE_
by O
U.S. I-LOC
guitar _RARE_
legend _RARE_
Jimi _RARE_
Hendrix I-PER
was O
sold O
for O
almost O
$ O
17,000 _RARE_
on O
Thursday O
at O
an O
auction O
of O
some O
of O
the O
late O
musician _RARE_
's O
favourite _RARE_
possessions _RARE_
. O
A O
Florida I-LOC
restaurant O
paid O
10,925 _RARE_
pounds O
( O
$ O
16,935 _RARE_
) O
for O
the O
draft O
of O
" O
Ai _RARE_
n't I-MISC
no I-MISC
telling I-MISC
" O
, O
which O
Hendrix I-PER
penned _RARE_
on O
a O
piece O
of O
London I-LOC
hotel O
stationery _RARE_
in O
late O
1966 _RARE_
. O
At O
the O
end O
of O
a O
January O
1967 _RARE_
concert _RARE_
in O
the O
English I-MISC
city O
of O
Nottingham I-LOC
he O
threw O
the O
sheet O
of O
paper O
into O
the O
audience O
, O
where O
it O
was O
retrieved _RARE_
by O
a O
fan _RARE_
. O
Buyers _RARE_
also O
snapped O
up O
16 O
other O
items O
that O
were O
put O
up O
for O
auction O
by O
Hendrix I-PER
's O
former O
girlfriend _RARE_
Kathy _RARE_
Etchingham _RARE_
, O
who O
lived O
with O
him O
from O
1966 _RARE_
to O
1969 _RARE_
. O
They O
included O
a O
black O
lacquer _RARE_
and O
mother O
of O
pearl _RARE_
inlaid _RARE_
box O
used O
by O
Hendrix I-PER
to O
store O
his O
drugs O
, O
which O
an O
anonymous _RARE_
Australian I-MISC
purchaser _RARE_
bought O
for O
5,060 _RARE_
pounds O
( O
$ O
7,845 _RARE_
) O
. O
The O
guitarist _RARE_
died O
of O
a O
drugs O
overdose _RARE_
in O
1970 _RARE_
aged O
27 O
. O
China I-LOC
says O
Taiwan I-LOC
spoils _RARE_
atmosphere O
for O
talks O
. O
BEIJING I-LOC
1996-08-22 O
China I-LOC
on O
Thursday O
accused O
Taipei I-LOC
of O
spoiling _RARE_
the O
atmosphere O
for O
a O
resumption _RARE_
of O
talks O
across O
the O
Taiwan I-LOC
Strait _RARE_
with O
a O
visit O
to O
Ukraine I-LOC
by O
Taiwanese _RARE_
Vice _RARE_
President O
Lien _RARE_
Chan _RARE_
this O
week O
that O
infuriated _RARE_
Beijing I-LOC
. O
Speaking _RARE_
only O
hours O
after O
Chinese I-MISC
state O
media O
said O
the O
time O
was O
right O
to O
engage _RARE_
in O
political O
talks O
with O
Taiwan I-LOC
, O
Foreign I-ORG
Ministry I-ORG
spokesman O
Shen _RARE_
Guofang _RARE_
told O
Reuters I-ORG
: O
" O
The O
necessary O
atmosphere O
for O
the O
opening O
of O
the O
talks O
has O
been O
disrupted _RARE_
by O
the O
Taiwan I-LOC
authorities O
. O
" O
State O
media O
quoted O
China I-LOC
's O
top O
negotiator O
with O
Taipei I-LOC
, O
Tang I-PER
Shubei _RARE_
, O
as O
telling O
a O
visiting O
group O
from O
Taiwan I-LOC
on O
Wednesday O
that O
it O
was O
time O
for O
the O
rivals O
to O
hold O
political O
talks O
. O
" O
Now O
is O
the O
time O
for O
the O
two O
sides O
to O
engage _RARE_
in O
political O
talks O
... O
that O
is O
to O
end O
the O
state O
of O
hostility _RARE_
, O
" O
Thursday O
's O
overseas O
edition O
of O
the O
People I-ORG
's I-ORG
Daily I-ORG
quoted O
Tang I-PER
as O
saying O
. O
The O
foreign O
ministry O
's O
Shen _RARE_
told O
Reuters I-ORG
Television _RARE_
in O
an O
interview O
he O
had O
read O
reports O
of O
Tang I-PER
's O
comments O
but O
gave O
no O
details O
of O
why O
the O
negotiator O
had O
considered O
the O
time O
right O
for O
talks O
with O
Taiwan I-LOC
, O
which O
Beijing I-LOC
considers _RARE_
a O
renegade O
province O
. O
China I-LOC
, O
which O
has O
long O
opposed O
all O
Taipei I-LOC
efforts O
to O
gain O
greater _RARE_
international O
recognition _RARE_
, O
was O
infuriated _RARE_
by O
a O
visit O
to O
Ukraine I-LOC
this O
week O
by O
Taiwanese _RARE_
Vice _RARE_
President O
Lien _RARE_
. O
China I-LOC
says O
time O
right O
for O
Taiwan I-LOC
talks O
. O
BEIJING I-LOC
1996-08-22 O
China I-LOC
has O
said O
it O
was O
time O
for O
political O
talks O
with O
Taiwan I-LOC
and O
that O
the O
rival O
island O
should O
take O
practical _RARE_
steps _RARE_
towards O
that O
goal O
. O
Consultations _RARE_
should O
be O
held O
to O
set O
the O
time O
and O
format _RARE_
of O
the O
talks O
, O
the O
official O
Xinhua _RARE_
news O
agency O
quoted O
Tang I-PER
Shubei _RARE_
, O
executive O
vice O
chairman O
of O
the O
Association I-ORG
for I-ORG
Relations _RARE_
Across _RARE_
the I-ORG
Taiwan I-ORG
Straits _RARE_
, O
as O
saying O
late O
on O
Wednesday O
. O
German I-MISC
July O
car O
registrations O
up O
14.2 _RARE_
pct O
yr O
/ O
yr O
. O
FRANKFURT I-LOC
1996-08-22 O
German I-MISC
first-time _RARE_
registrations O
of O
motor O
vehicles O
jumped _RARE_
14.2 _RARE_
percent O
in O
July O
this O
year O
from O
the O
year-earlier _RARE_
period O
, O
the O
Federal I-ORG
office I-ORG
for I-ORG
motor I-ORG
vehicles I-ORG
said O
on O
Thursday O
. O
The O
office O
said O
356,725 _RARE_
new O
cars O
were O
registered O
in O
July O
1996 O
-- O
304,850 _RARE_
passenger O
cars O
and O
15,613 _RARE_
trucks _RARE_
. O
The O
figures O
represent _RARE_
a O
13.6 _RARE_
percent O
increase O
for O
passenger O
cars O
and O
a O
2.2 _RARE_
percent O
decline O
for O
trucks _RARE_
from O
July O
1995 O
. O
Motor-bike _RARE_
registration O
rose O
32.7 _RARE_
percent O
in O
the O
period O
. O
The O
growth O
was O
partly O
due O
to O
an O
increased O
number O
of O
Germans _RARE_
buying O
German I-MISC
cars O
abroad O
, O
while O
manufacturers O
said O
that O
domestic O
demand O
was O
weak O
, O
the O
federal O
office O
said O
. O
Almost _RARE_
all O
German I-MISC
car O
manufacturers O
posted O
gains O
in O
registration O
numbers O
in O
the O
period O
. O
Volkswagen _RARE_
AG I-ORG
won O
77,719 _RARE_
registrations O
, O
slightly O
more O
than O
a O
quarter O
of O
the O
total O
. O
Opel _RARE_
AG I-ORG
together O
with O
General I-ORG
Motors _RARE_
came O
in O
second O
place O
with O
49,269 _RARE_
registrations O
, O
16.4 _RARE_
percent O
of O
the O
overall O
figure O
. O
Third O
was O
Ford I-ORG
with O
35,563 _RARE_
registrations O
, O
or O
11.7 _RARE_
percent O
. O
Only O
Seat _RARE_
and O
Porsche _RARE_
had O
fewer O
registrations O
in O
July O
1996 O
compared O
to O
last O
year O
's O
July O
. O
Seat _RARE_
posted O
3,420 _RARE_
registrations O
compared O
with O
5522 _RARE_
registrations O
in O
July O
a O
year O
earlier O
. O
Porsche _RARE_
's O
registrations O
fell O
to O
554 _RARE_
from O
643 _RARE_
. O
GREEK _RARE_
S_RARE_CIALISTS _RARE_
GIVE _RARE_
GREEN _RARE_
LIGHT _RARE_
TO O
PM O
FOR O
ELECTI_RARE_NS _RARE_
. O
ATHENS I-LOC
1996-08-22 O
The O
Greek I-MISC
socialist _RARE_
party O
's O
executive O
bureau O
gave O
the O
green O
light O
to O
Prime O
Minister O
Costas I-PER
Simitis I-PER
to O
call O
snap O
elections O
, O
its O
general O
secretary O
Costas I-PER
Skandalidis _RARE_
told O
reporters O
. O
Prime O
Minister O
Costas I-PER
Simitis I-PER
is O
going O
to O
make O
an O
official O
announcement O
after O
a O
cabinet O
meeting O
later O
on O
Thursday O
, O
said O
Skandalidis _RARE_
. O
-- O
Dimitris I-PER
Kontogiannis I-PER
, O
Athens I-ORG
Newsroom I-ORG
+301 O
3311812-4 O
BayerVB _RARE_
sets O
C$ I-MISC
100 O
million O
six-year _RARE_
bond O
. O
LONDON I-LOC
1996-08-22 O
The O
following O
bond O
was O
announced O
by O
lead O
manager O
Toronto I-PER
Dominion _RARE_
. O
B_RARE_RR_RARE_WER _RARE_
BAYERISCHE _RARE_
VEREINSBANK _RARE_
AMT _RARE_
C$ I-MISC
100 O
MLN _RARE_
C_RARE_UP_RARE_N _RARE_
6.625 _RARE_
MATURITY _RARE_
24.SEP.02 _RARE_
TYPE _RARE_
STRAIGHT _RARE_
ISS O
PRICE O
100.92 _RARE_
PAY O
DATE O
24.SEP.96 _RARE_
FULL _RARE_
FEES _RARE_
1.875 _RARE_
RE_RARE_FFER _RARE_
99.32 _RARE_
SPREAD _RARE_
+20 _RARE_
BP O
MOODY O
AA1 _RARE_
LISTING _RARE_
LUX _RARE_
PAY O
FREQ _RARE_
= O
S&P I-ORG
= O
DEN_RARE_MS _RARE_
( O
K _RARE_
) O
1-10-100 _RARE_
SALE _RARE_
LIMITS _RARE_
US I-LOC
/ O
UK I-LOC
/ O
CA _RARE_
NEG _RARE_
PLG _RARE_
N_RARE_ _RARE_
CRS _RARE_
DEFLT _RARE_
N_RARE_ _RARE_
F_RARE_RCE _RARE_
MAJ _RARE_
= O
G_RARE_V _RARE_
LAW _RARE_
GERMAN I-MISC
H_RARE_ME _RARE_
CTRY _RARE_
= O
TAX _RARE_
PR_RARE_VS _RARE_
STANDARD _RARE_
MGT _RARE_
/ O
UND _RARE_
0.275 _RARE_
SELL _RARE_
C_RARE_NC _RARE_
1.60 _RARE_
PRAECIP _RARE_
= O
UNDERLYING _RARE_
G_RARE_VT _RARE_
B_RARE_ND _RARE_
7.0 O
PCT O
SEPT _RARE_
2001 O
NOTES O
BAYERISCHE _RARE_
VEREINSBANK _RARE_
IS _RARE_
J_RARE_INT _RARE_
LEAD _RARE_
MANAGER _RARE_
-- O
London I-ORG
Newsroom I-ORG
+44 O
171 O
542 O
7658 _RARE_
Venantius _RARE_
sets O
$ O
300 O
million O
January O
1999 O
FRN _RARE_
. O
LONDON I-LOC
1996-08-22 O
The O
following O
floating-rate _RARE_
issue O
was O
announced O
by O
lead O
manager O
Lehman I-ORG
Brothers _RARE_
International I-ORG
. O
B_RARE_RR_RARE_WER _RARE_
VENANTIUS _RARE_
AB _RARE_
( O
SWEDISH _RARE_
NATIONAL O
M_RARE_RTGAGE _RARE_
AGENCY _RARE_
) O
AMT _RARE_
$ O
300 O
MLN _RARE_
SPREAD _RARE_
- O
12.5 _RARE_
BP O
MATURITY _RARE_
21.JAN.99 _RARE_
TYPE _RARE_
FRN _RARE_
BASE _RARE_
3M _RARE_
LIB_RARE_R _RARE_
PAY O
DATE O
S23.SEP.96 _RARE_
LAST O
MOODY O
AA3 _RARE_
ISS O
PRICE O
99.956 _RARE_
FULL _RARE_
FEES _RARE_
10 O
BP O
LAST O
S&P I-ORG
AA+ _RARE_
RE_RARE_FFER _RARE_
= O
NOTES O
S _RARE_
SH_RARE_RT _RARE_
FIRST O
C_RARE_UP_RARE_N _RARE_
LISTING _RARE_
LONDON I-LOC
DEN_RARE_MS _RARE_
( O
K _RARE_
) O
1-10-100 _RARE_
SALE _RARE_
LIMITS _RARE_
US I-LOC
/ O
UK I-LOC
/ O
JP _RARE_
/ O
FR _RARE_
NEG _RARE_
PLG _RARE_
YES _RARE_
CRS _RARE_
DEFLT _RARE_
N_RARE_ _RARE_
F_RARE_RCE _RARE_
MAJ _RARE_
IPMA _RARE_
2 O
G_RARE_V _RARE_
LAW _RARE_
ENGLISH I-MISC
H_RARE_ME _RARE_
CTRY _RARE_
SWEDEN _RARE_
TAX _RARE_
PR_RARE_VS _RARE_
STANDARD _RARE_
MGT _RARE_
/ O
UND _RARE_
5 O
BP O
SELL _RARE_
C_RARE_NC _RARE_
5 O
BP O
PRAECIP _RARE_
= O
NOTES O
ISSUED _RARE_
_RARE_FF _RARE_
EMTN _RARE_
PR_RARE_GRAMME _RARE_
-- O
London I-ORG
Newsroom I-ORG
+44 O
171 O
542 O
8863 _RARE_
Port O
conditions O
update _RARE_
- O
Syria I-LOC
- O
Lloyds _RARE_
Shipping _RARE_
. O
Port O
conditions O
from O
Lloyds _RARE_
Shipping _RARE_
Intelligence _RARE_
Service I-ORG
-- O
LATTAKIA _RARE_
, O
Aug O
10 O
- O
waiting O
time O
at O
Lattakia _RARE_
and O
Tartous _RARE_
presently _RARE_
24 O
hours O
. O
Israel I-LOC
plays O
down O
fears O
of O
war O
with O
Syria I-LOC
. O
Colleen _RARE_
Siegel _RARE_
JERUSALEM I-LOC
1996-08-22 O
Israel I-LOC
's O
outgoing _RARE_
peace O
negotiator O
with O
Syria I-LOC
said O
on O
Thursday O
current O
tensions _RARE_
between O
the O
two O
countries O
appeared O
to O
be O
a O
storm O
in O
a O
teacup _RARE_
. O
Itamar _RARE_
Rabinovich _RARE_
, O
who O
as O
Israel I-LOC
's O
ambassador O
to O
Washington I-LOC
conducted O
unfruitful _RARE_
negotiations O
with O
Syria I-LOC
, O
told O
Israel I-ORG
Radio I-ORG
it O
looked O
like O
Damascus I-LOC
wanted O
to O
talk O
rather O
than O
fight O
. O
" O
It O
appears O
to O
me O
the O
Syrian _RARE_
priority _RARE_
is O
still O
to O
negotiate _RARE_
. O
The O
Syrians _RARE_
are O
confused _RARE_
, O
they O
are O
definitely O
tense O
, O
but O
the O
general O
assessment O
here O
in O
Washington I-LOC
is O
that O
this O
is O
essentially _RARE_
a O
storm O
in O
a O
teacup _RARE_
, O
" O
he O
said O
. O
Rabinovich _RARE_
is O
winding _RARE_
up O
his O
term O
as O
ambassador O
. O
He O
will O
be O
replaced O
by O
Eliahu _RARE_
Ben-Elissar _RARE_
, O
a O
former O
Israeli I-MISC
envoy O
to O
Egypt I-LOC
and O
right-wing O
Likud _RARE_
party O
politician O
. O
Israel I-LOC
on O
Wednesday O
sent O
Syria I-LOC
a O
message O
, O
via O
Washington I-LOC
, O
saying O
it O
was O
committed O
to O
peace O
and O
wanted O
to O
open O
negotiations O
without O
preconditions _RARE_
. O
But O
it O
slammed _RARE_
Damascus I-LOC
for O
creating _RARE_
what O
it O
called O
a O
dangerous O
atmosphere O
. O
Syria I-LOC
accused O
Israel I-LOC
on O
Wednesday O
of O
launching _RARE_
a O
hysterical _RARE_
campaign O
against O
it O
after O
Israeli I-MISC
television O
reported O
that O
Damascus I-LOC
had O
recently O
test O
fired O
a O
missile _RARE_
. O
It O
said O
its O
arms O
purchases _RARE_
were O
for O
defensive _RARE_
purposes _RARE_
. O
" O
The O
message O
that O
we O
sent O
to O
( O
Syrian _RARE_
President O
Hafez _RARE_
al- _RARE_
) O
Assad _RARE_
is O
that O
Israel I-LOC
is O
ready O
at O
any O
time O
without O
preconditions _RARE_
to O
enter O
peace O
negotiations O
, O
" O
Israeli I-MISC
Foreign O
Minister O
David I-PER
Levy I-PER
told O
Israel I-ORG
Radio I-ORG
in O
an O
interview O
. O
Tension _RARE_
has O
mounted _RARE_
since O
Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
took O
office O
in O
June O
vowing _RARE_
to O
retain O
the O
Golan _RARE_
Heights _RARE_
Israel B-LOC
captured O
from O
Syria I-LOC
in O
the O
1967 _RARE_
Middle I-LOC
East I-LOC
war O
. O
Israeli-Syrian _RARE_
peace O
talks O
have O
been O
deadlocked _RARE_
over O
the O
Golan _RARE_
since O
1991 O
despite O
the O
previous O
government O
's O
willingness _RARE_
to O
make O
Golan _RARE_
concessions _RARE_
. O
Peace O
talks O
between O
the O
two O
sides O
were O
last O
held O
in O
February O
. O
" O
The O
voices _RARE_
coming O
out O
of O
Damascus I-LOC
are O
bad O
, O
not O
good O
. O
The O
media O
... O
are O
full O
of O
expressions _RARE_
and O
declarations _RARE_
that O
must O
be O
worrying _RARE_
... O
this O
artificial _RARE_
atmosphere O
is O
very O
dangerous O
because O
those O
who O
spread _RARE_
it O
could O
become O
its O
prisoners O
, O
" O
Levy I-PER
said O
. O
" O
We O
expect O
from O
Syria I-LOC
, O
if O
its O
face O
is O
to O
peace O
, O
that O
it O
will O
answer O
Israel I-LOC
's O
message O
to O
enter O
peace O
negotiations O
because O
that O
is O
our O
goal O
, O
" O
he O
said O
. O
" O
We O
do O
not O
want O
a O
war O
, O
God I-PER
forbid _RARE_
. O
No O
one O
benefits _RARE_
from O
wars _RARE_
. O
" O
Israel I-LOC
's O
Channel _RARE_
Two I-ORG
television O
said O
Damascus I-LOC
had O
sent O
a O
" O
calming _RARE_
signal O
" O
to O
Israel I-LOC
. O
It O
gave O
no O
source O
for O
the O
report O
. O
Netanyahu I-PER
and O
Levy I-PER
's O
spokesmen _RARE_
said O
they O
could O
not O
confirm O
it O
. O
The O
television O
also O
said O
that O
Netanyahu I-PER
had O
sent O
messages _RARE_
to O
reassure _RARE_
Syria I-LOC
via O
Cairo I-LOC
, O
the O
United I-LOC
States I-LOC
and O
Moscow I-LOC
. O
Polish I-MISC
diplomat O
denies _RARE_
nurses O
stranded _RARE_
in O
Libya I-LOC
. O
TUNIS _RARE_
1996-08-22 O
A O
Polish I-MISC
diplomat O
on O
Thursday O
denied O
a O
Polish I-MISC
tabloid _RARE_
report O
this O
week O
that O
Libya I-LOC
was O
refusing _RARE_
exit _RARE_
visas _RARE_
to O
100 O
Polish I-MISC
nurses O
trying O
to O
return O
home O
after O
working O
in O
the O
North I-MISC
African I-MISC
country O
. O
" O
This O
is O
not O
true O
. O
Up O
to O
today O
, O
we O
have O
no O
knowledge _RARE_
of O
any O
nurse _RARE_
stranded _RARE_
or O
kept O
in O
Libya I-LOC
without O
her O
will O
, O
and O
we O
have O
not O
received O
any O
complaint _RARE_
, O
" O
the O
Polish I-MISC
embassy O
's O
charge O
d'affaires _RARE_
in O
Tripoli _RARE_
, O
Tadeusz _RARE_
Awdankiewicz _RARE_
, O
told O
Reuters I-ORG
by O
telephone O
. O
Poland I-LOC
's O
labour O
ministry O
said O
this O
week O
it O
would O
send O
a O
team O
to O
Libya I-LOC
to O
investigate _RARE_
, O
but O
Awdankiewicz _RARE_
said O
the O
probe O
was O
prompted O
by O
some O
nurses O
complaining _RARE_
about O
their O
work O
conditions O
such O
as O
non-payment _RARE_
of O
their O
salaries _RARE_
. O
He O
said O
that O
there O
are O
an O
estimated O
800 O
Polish I-MISC
nurses O
working O
in O
Libya I-LOC
. O
Two O
Iranian I-MISC
opposition O
leaders O
meet O
in O
Baghdad I-LOC
. O
Hassan I-PER
Hafidh _RARE_
BAGHDAD I-LOC
1996-08-22 O
An O
Iranian I-MISC
exile O
group O
based O
in O
Iraq I-LOC
vowed O
on O
Thursday O
to O
extend _RARE_
support O
to O
Iran I-LOC
's O
Kurdish I-MISC
rebels O
after O
they O
were O
attacked O
by O
Iranian I-MISC
troops O
deep _RARE_
inside O
Iraq I-LOC
last O
month O
. O
A O
Mujahideen _RARE_
Khalq _RARE_
statement O
said O
its O
leader O
Massoud _RARE_
Rajavi _RARE_
met O
in O
Baghdad I-LOC
the O
Secretary-General _RARE_
of O
the O
Kurdistan I-ORG
Democratic I-ORG
Party I-ORG
of I-ORG
Iran I-ORG
( O
KDPI _RARE_
) O
Hassan I-PER
Rastegar _RARE_
on O
Wednesday O
and O
voiced _RARE_
his O
support O
to O
Iran I-LOC
's O
rebel O
Kurds I-MISC
. O
" O
Rajavi _RARE_
emphasised _RARE_
that O
the O
Iranian I-MISC
Resistance _RARE_
would O
continue O
to O
stand O
side O
by O
side O
with O
their O
Kurdish I-MISC
compatriots _RARE_
and O
the O
resistance _RARE_
movement O
in O
Iranian I-LOC
Kurdistan I-LOC
, O
" O
it O
said O
. O
A O
spokesman O
for O
the O
group O
said O
the O
meeting O
" O
signals _RARE_
a O
new O
level O
of O
cooperation O
between O
Mujahideen _RARE_
Khalq _RARE_
and O
the O
Iranian I-MISC
Kurdish I-MISC
oppositions _RARE_
" O
. O
Iran I-LOC
heavily O
bombarded _RARE_
targets O
in O
northern O
Iraq I-LOC
in O
July O
in O
pursuit O
of O
KDPI _RARE_
guerrillas O
based O
in O
Iraqi I-MISC
Kurdish I-MISC
areas O
outside O
the O
control O
of O
the O
government O
in O
Baghdad I-LOC
. O
Iraqi I-MISC
Kurdish I-MISC
areas O
bordering _RARE_
Iran I-LOC
are O
under O
the O
control O
of O
guerrillas O
of O
the O
Iraqi I-ORG
Kurdish I-ORG
Patriotic I-ORG
Union I-ORG
of I-ORG
Kurdistan I-ORG
( O
PUK I-ORG
) O
group O
. O
PUK I-ORG
and O
Iraq I-LOC
's O
Kurdistan I-ORG
Democratic I-ORG
Party I-ORG
( O
KDP I-ORG
) O
the O
two O
main O
Iraqi I-MISC
Kurdish I-MISC
factions O
, O
have O
had O
northern O
Iraq I-LOC
under O
their O
control O
since O
Iraqi I-MISC
forces O
were O
ousted O
from O
Kuwait I-LOC
in O
the O
1991 O
Gulf I-MISC
War I-MISC
. O
Clashes _RARE_
between O
the O
two O
parties O
broke O
out O
at O
the O
weekend O
in O
the O
most O
serious O
fighting O
since O
a O
U.S.-sponsored _RARE_
ceasefire O
last O
year O
. O
Mujahideen _RARE_
Khalq _RARE_
said O
Iranian I-MISC
troops O
had O
also O
been O
shelling O
KDP I-ORG
positions O
in O
Qasri _RARE_
region O
in O
Suleimaniya _RARE_
province O
near O
the O
Iranian I-MISC
border O
over O
the O
last O
two O
days O
. O
It O
said O
about O
100 O
Iraqi I-MISC
Kurds I-MISC
were O
killed O
or O
wounded O
in O
the O
attack O
. O
Both O
Iran I-LOC
and O
Turkey I-LOC
mount _RARE_
air O
and O
land O
strikes O
at O
targets O
in O
northern O
Iraq I-LOC
in O
pursuit O
of O
their O
own O
Kurdish I-MISC
rebels O
. O
A O
U.S.-led I-MISC
air O
force O
in O
southern O
Turkey I-LOC
protects _RARE_
Iraqi I-MISC
Kurds I-MISC
from O
possible O
attacks O
by O
Baghdad I-LOC
troops O
. O
Saudi I-MISC
riyal O
rates O
steady O
in O
quiet O
summer O
trade O
. O
MANAMA _RARE_
1996-08-22 O
The O
spot O
Saudi I-MISC
riyal O
against O
the O
dollar O
and O
riyal O
interbank _RARE_
deposit O
rates O
were O
mainly O
steady O
this O
week O
in O
quiet O
summer O
trade O
, O
dealers O
in O
the O
kingdom O
said O
. O
" O
There O
were O
no O
changes O
in O
Saudi I-MISC
riyal O
rates O
. O
The O
market O
was O
very O
quiet O
because O
of O
summer O
holidays _RARE_
, O
" O
one O
dealer O
said O
. O
The O
spot O
riyal O
was O
put O
at O
3.7504 _RARE_
/ O
06 _RARE_
to O
the O
dollar O
. O
One-month _RARE_
interbank _RARE_
deposits _RARE_
were O
at O
5-1/2 _RARE_
, O
3/8 _RARE_
percent O
, O
three O
months O
were O
5-5/8 _RARE_
, O
1/2 O
percent O
and O
six O
months O
were O
5-3/4 _RARE_
, O
5/8 O
percent O
. O
One-year _RARE_
funds O
were O
at O
six O
, O
5-7/8 _RARE_
percent O
. O
Israel I-LOC
approves _RARE_
Arafat I-PER
's O
flight O
to O
West I-LOC
Bank I-LOC
. O
JERUSALEM I-LOC
1996-08-22 O
Israel I-LOC
gave O
Palestinian I-MISC
President O
Yasser I-PER
Arafat I-PER
permission O
on O
Thursday O
to O
fly O
over O
its O
territory O
to O
the O
West I-LOC
Bank I-LOC
, O
ending O
a O
brief O
Israeli-PLO _RARE_
crisis O
, O
an O
Arafat I-PER
adviser _RARE_
said O
. O
" O
The O
problem O
is O
over O
. O
The O
president O
's O
aircraft O
